"CITY","SEX","IDADE","CANAL_VENDA","CATEGORIA","PRODUTO","PRECO","QUANTIDADE","DESCONTO_APLICADO","RENDA_ESTIMADA","ESCOLARIDADE_SCORE","ESCOLARIDADE_ROTULADA","SEASONAL_EFFECT","DATA_VENDA","ANOS","MESES","DIA_SEMANA","VALOR_TOTAL"
"ANANINDEUA","FEMININO",27,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",124.24,2,0.137685352750123,2.47,0.66,"ENS MÉDIO COMP",5.60625,2025-12-13,2025,12,7,1201.24
"BELÉM","MASCULINO",47,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",254.27,2,0.203946684999391,2.95,0.56,"ENS MÉDIO COMP",2.1,2019-01-28,2019,1,2,850.13
"SANTA BÁRBARA","FEMININO",44,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",114.65,3,0.0276774596143514,2.22,0.51,"ENS MÉDIO COMP",4.725,2022-10-29,2022,10,7,1580.18
"BELÉM","FEMININO",62,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",257.1,1,0.0611870959494263,2.94,0.73,"ENS SUPER INCOMP",5.175,2023-12-11,2023,12,2,1249.08
"BELÉM","MASCULINO",30,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",117.34,2,0.114872616715729,3.51,0.7,"ENS SUPER INCOMP",2.53,2021-12-26,2021,12,1,525.54
"MARITUBA","MASCULINO",31,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",38.06,1,0.127280613281764,2.35,0.59,"ENS MÉDIO COMP",4.21875,2023-04-19,2023,4,4,140.13
"ANANINDEUA","MASCULINO",57,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",123.6,3,0.0926774216350168,1.99,0.57,"ENS MÉDIO COMP",1.76,2021-07-08,2021,7,5,592.13
"ANANINDEUA","FEMININO",56,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",221.93,1,0.0663730047736317,2.6,0.75,"ENS SUPER INCOMP",2.625,2019-04-01,2019,4,2,543.9
"ANANINDEUA","FEMININO",30,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",212.39,1,0.174426502622664,2.17,0.68,"ENS SUPER INCOMP",2.40625,2019-04-28,2019,4,1,421.92
"BELÉM","FEMININO",28,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",166.75,2,0.0936954595614225,3.16,0.67,"ENS MÉDIO COMP",1.74,2018-09-15,2018,9,7,525.92
"BELÉM","FEMININO",48,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",189.5,1,0.109627319187857,3.36,0.81,"ENS SUPER COMP",0.92,2018-12-20,2018,12,5,155.23
"BELÉM","FEMININO",34,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",146.02,2,0.0343962928233668,3.34,0.66,"ENS MÉDIO COMP",3.264,2021-11-29,2021,11,2,920.43
"BELÉM","MASCULINO",66,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",41.01,4,0.158894483293407,2.92,0.73,"ENS SUPER INCOMP",1.54,2019-07-11,2019,7,5,212.48
"BELÉM","FEMININO",34,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",194.97,1,0.0134880906390026,2.82,0.73,"ENS SUPER INCOMP",0.72,2018-02-08,2018,2,5,138.48
"BENEVIDES","MASCULINO",54,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",68.22,3,0.0263773760572076,1.51,0.57,"ENS MÉDIO COMP",6.1425,2023-10-20,2023,10,6,1223.96
"BELÉM","MASCULINO",31,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",3010.72,1,0.155992053030059,3.39,0.61,"ENS MÉDIO COMP",2.9,2020-09-15,2020,9,3,7369.11
"ANANINDEUA","MASCULINO",27,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",126.08,1,0.0722217160928994,2.78,0.5,"ENS MÉDIO INCOMP",4.3875,2023-02-24,2023,2,6,513.22
"BELÉM","MASCULINO",50,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",189.12,1,0.0950934667512774,3.76,0.6,"ENS MÉDIO COMP",3.125,2020-04-07,2020,4,3,534.8
"BELÉM","MASCULINO",39,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",138.56,1,0.0493075266107917,3.9,0.68,"ENS SUPER INCOMP",2.52,2022-10-27,2022,10,5,331.95
"BELÉM","MASCULINO",41,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",73.77,1,0.223858738550916,3.29,0.73,"ENS SUPER INCOMP",0.88,2016-07-07,2016,7,5,50.39
"BELÉM","FEMININO",21,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",149.58,2,0.0697757862973958,2.9,0.73,"ENS SUPER INCOMP",1.5,2018-01-13,2018,1,7,417.43
"BELÉM","MASCULINO",24,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",165.7,1,0.166791774379089,1.99,0.65,"ENS MÉDIO COMP",0.81,2018-02-07,2018,2,4,111.83
"ANANINDEUA","FEMININO",41,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",170.26,3,0.083777167648077,2.31,0.72,"ENS SUPER INCOMP",0.8775,2015-05-15,2015,5,6,410.66
"BELÉM","MASCULINO",59,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",80.52,1,0.0557001621462405,2.93,0.62,"ENS MÉDIO COMP",2.3625,2019-05-14,2019,5,3,179.63
"BELÉM","FEMININO",47,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",168.27,1,0.123989430768415,3.17,0.69,"ENS SUPER INCOMP",3.6,2024-01-17,2024,1,4,530.66
"BELÉM","MASCULINO",40,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",162.59,1,0.240948914410546,3.01,0.57,"ENS MÉDIO COMP",0.6325,2015-03-22,2015,3,1,78.06
"ANANINDEUA","FEMININO",27,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",165.57,1,0.144199438393116,2.39,0.66,"ENS MÉDIO COMP",3.375,2022-05-17,2022,5,3,478.22
"BELÉM","MASCULINO",27,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",167.11,1,0.244596906006336,3.67,0.63,"ENS MÉDIO COMP",2.875,2020-12-08,2020,12,3,362.93
"ANANINDEUA","MASCULINO",46,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",36.25,1,0.0594086692528799,2.68,0.59,"ENS MÉDIO COMP",1.5525,2017-03-22,2017,3,4,52.93
"ANANINDEUA","FEMININO",23,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",412.26,2,0.0846906834328547,1.66,0.67,"ENS MÉDIO COMP",1.904,2019-11-21,2019,11,5,1436.93
"SANTA BÁRBARA","FEMININO",25,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",219.78,1,0.144274235111661,1.61,0.48,"ENS MÉDIO INCOMP",1.8,2021-02-09,2021,2,3,338.53
"ANANINDEUA","FEMININO",25,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",48.13,1,0.087749816509895,1.53,0.68,"ENS SUPER INCOMP",1.15,2016-03-15,2016,3,3,50.49
"BELÉM","FEMININO",20,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",425.56,1,0.134578841733746,3.17,0.75,"ENS SUPER INCOMP",3.75,2023-01-03,2023,1,3,1381.08
"ANANINDEUA","FEMININO",21,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",84.87,3,0.19919383325614,1.63,0.65,"ENS MÉDIO COMP",2.1875,2019-04-09,2019,4,3,446.02
"ANANINDEUA","FEMININO",40,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",124.48,1,0.0617686642240733,2.36,0.72,"ENS SUPER INCOMP",2.772,2021-10-10,2021,10,1,323.74
"BELÉM","MASCULINO",49,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",197.39,1,0.124113062010147,3.33,0.63,"ENS MÉDIO COMP",3,2021-08-28,2021,8,7,518.67
"BELÉM","FEMININO",49,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",144.82,1,0.147797173727304,2.84,0.68,"ENS SUPER INCOMP",5.0625,2022-05-21,2022,5,7,624.79
"ANANINDEUA","FEMININO",45,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",128.23,1,0.0322926365025342,2.43,0.62,"ENS MÉDIO COMP",3.915,2023-09-06,2023,9,4,485.81
"BELÉM","FEMININO",49,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",324.35,1,0.0969733475102112,3.17,0.64,"ENS MÉDIO COMP",1.8975,2017-03-05,2017,3,1,555.77
"BELÉM","FEMININO",15,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",225.8,1,0.0425084737828001,2.66,0.7,"ENS SUPER INCOMP",1.134,2018-10-10,2018,10,4,245.17
"ANANINDEUA","FEMININO",43,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",176.4,1,0.192529952153563,2.29,0.71,"ENS SUPER INCOMP",2.6,2021-08-27,2021,8,6,370.34
"BENEVIDES","MASCULINO",27,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",275.67,1,0.172383544985205,2.29,0.51,"ENS MÉDIO COMP",3.3,2020-07-27,2020,7,2,752.89
"BELÉM","MASCULINO",50,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",106.81,1,0.117447384875268,2.77,0.59,"ENS MÉDIO COMP",0.63,2015-06-01,2015,6,2,59.39
"BELÉM","MASCULINO",42,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",271.25,1,0.20259753591381,2.92,0.56,"ENS MÉDIO COMP",2.72,2020-11-26,2020,11,5,588.32
"BELÉM","MASCULINO",31,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",165.95,2,0.215100641548634,2.91,0.75,"ENS SUPER INCOMP",3.375,2022-05-24,2022,5,3,879.21
"BELÉM","FEMININO",19,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",95.06,1,0.190207736333832,3.1,0.71,"ENS SUPER INCOMP",2.5025,2019-07-12,2019,7,6,192.64
"ANANINDEUA","MASCULINO",24,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",182.9,2,0.171789245540276,1.74,0.65,"ENS MÉDIO COMP",1.38,2017-03-16,2017,3,5,418.08
"BELÉM","MASCULINO",47,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",6135.44,1,0.0350378531683236,3.19,0.63,"ENS MÉDIO COMP",3.536,2025-11-06,2025,11,5,20934.77
"BELÉM","FEMININO",36,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",76.81,1,0.0693985458789393,2.95,0.72,"ENS SUPER INCOMP",1.215,2016-05-11,2016,5,4,86.85
"BELÉM","FEMININO",43,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",103.6,2,0.173569077672437,3.55,0.69,"ENS SUPER INCOMP",0.495,2015-02-22,2015,2,1,84.76
"MARITUBA","MASCULINO",37,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",41.48,1,0.0893026721198112,2.04,0.58,"ENS MÉDIO COMP",2.21375,2019-12-29,2019,12,1,83.63
"BELÉM","FEMININO",47,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",137.91,1,0.04616803961806,2.59,0.63,"ENS MÉDIO COMP",5.0625,2023-02-25,2023,2,7,665.94
"ANANINDEUA","FEMININO",53,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",86.36,1,0.143269737400115,2.46,0.78,"ENS SUPER COMP",3.06,2017-11-04,2017,11,7,226.4
"BELÉM","MASCULINO",31,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",108.05,2,0.0637095330283046,3.21,0.69,"ENS SUPER INCOMP",0.75,2015-08-29,2015,8,7,151.75
"BELÉM","FEMININO",27,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",101.12,2,0.0639966263435781,2.85,0.78,"ENS SUPER COMP",6.552,2024-10-18,2024,10,6,1240.28
"BELÉM","FEMININO",26,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",83.71,1,0.0476763559831306,3.27,0.71,"ENS SUPER INCOMP",3,2021-01-16,2021,1,7,239.16
"ANANINDEUA","FEMININO",47,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",295.23,1,0.0443247706536204,2.58,0.71,"ENS SUPER INCOMP",2.0475,2017-06-16,2017,6,6,577.69
"BENEVIDES","MASCULINO",72,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",139.32,2,0.0598253899998963,1.8,0.6,"ENS MÉDIO COMP",4.08,2020-11-23,2020,11,2,1068.84
"BELÉM","FEMININO",65,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",411.98,1,0.0451893320633098,3.04,0.76,"ENS SUPER COMP",2.61,2022-09-28,2022,9,4,1026.68
"MARITUBA","FEMININO",54,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",132.29,1,0.219964668387547,2.3,0.7,"ENS SUPER INCOMP",1.08,2018-05-03,2018,5,5,111.45
"BELÉM","MASCULINO",54,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4721.35,1,0.0910266193002462,3.24,0.57,"ENS MÉDIO COMP",1.485,2017-07-26,2017,7,4,6373
"BELÉM","FEMININO",50,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",72.13,1,0.119490511715412,3.15,0.71,"ENS SUPER INCOMP",5.72,2024-07-05,2024,7,6,363.28
"BELÉM","MASCULINO",62,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",299.2,1,0.227894941624254,3.01,0.66,"ENS MÉDIO COMP",5.22,2023-09-11,2023,9,2,1205.89
"ANANINDEUA","FEMININO",33,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",53.1,3,0.0563433407619595,2.42,0.7,"ENS SUPER INCOMP",3.2,2024-08-15,2024,8,5,481.04
"BELÉM","MASCULINO",31,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",111.3,2,0.231203655572608,3.04,0.64,"ENS MÉDIO COMP",8.16,2024-11-30,2024,11,7,1396.45
"BELÉM","MASCULINO",46,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",356.25,1,0.166251891851425,2.98,0.6,"ENS MÉDIO COMP",4.05,2021-05-22,2021,5,7,1202.94
"BELÉM","MASCULINO",32,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",2939.96,1,0.191411871928722,2.95,0.49,"ENS MÉDIO INCOMP",4.32,2024-02-05,2024,2,2,10269.58
"BELÉM","MASCULINO",47,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",435.78,1,0.169429096858948,3.4,0.57,"ENS MÉDIO COMP",2.925,2020-02-21,2020,2,6,1058.69
"BELÉM","FEMININO",21,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",204.54,1,0.0759164507966489,2.91,0.76,"ENS SUPER COMP",2.86,2021-07-30,2021,7,6,540.57
"ANANINDEUA","FEMININO",45,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",52.67,1,0.119655986311845,2.07,0.75,"ENS SUPER INCOMP",4.5,2023-01-16,2023,1,2,208.65
"ANANINDEUA","MASCULINO",46,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",49.9,3,0.0764690073300153,2.6,0.61,"ENS MÉDIO COMP",4.08,2020-11-30,2020,11,2,564.07
"ANANINDEUA","FEMININO",38,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",320.76,1,0.102359978295863,2.45,0.63,"ENS MÉDIO COMP",2.268,2017-10-23,2017,10,2,653.02
"BELÉM","FEMININO",65,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",132.99,1,0.100629016011953,2.59,0.78,"ENS SUPER COMP",2.07,2017-12-11,2017,12,2,247.59
"BELÉM","FEMININO",53,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",227.24,1,0.197584869479761,2.86,0.73,"ENS SUPER INCOMP",3.96,2024-02-25,2024,2,1,722.07
"MARITUBA","FEMININO",43,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",115.61,1,0.0655550062097609,2.6,0.64,"ENS MÉDIO COMP",3.3,2020-07-13,2020,7,2,356.5
"BELÉM","MASCULINO",54,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",68.46,3,0.192341592442244,2.67,0.55,"ENS MÉDIO COMP",2.9,2022-09-20,2022,9,3,481.04
"ANANINDEUA","FEMININO",41,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",159.02,2,0.0891484730411321,2.34,0.64,"ENS MÉDIO COMP",3.4,2022-11-22,2022,11,3,984.94
"ANANINDEUA","MASCULINO",35,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",168.47,1,0.0964760502334684,2.63,0.57,"ENS MÉDIO COMP",1.02,2015-11-28,2015,11,7,155.26
"BELÉM","MASCULINO",33,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4564.22,1,0.0801629643887282,3.45,0.62,"ENS MÉDIO COMP",1,2018-08-21,2018,8,3,4198.34
"ANANINDEUA","FEMININO",41,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",218.12,1,0.160747239273041,2.17,0.63,"ENS MÉDIO COMP",0.522,2015-09-23,2015,9,4,95.56
"BELÉM","FEMININO",30,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",282.25,1,0.0984759917948395,2.59,0.75,"ENS SUPER INCOMP",1.875,2016-04-23,2016,4,7,477.1
"BELÉM","FEMININO",21,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",156.82,2,0.0944502827012912,2.46,0.76,"ENS SUPER COMP",1.8,2017-08-14,2017,8,2,511.23
"BELÉM","FEMININO",39,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",243.93,1,0.12225478567183,3.36,0.73,"ENS SUPER INCOMP",2.75,2022-07-05,2022,7,3,588.8
"ANANINDEUA","FEMININO",31,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",148.12,3,0.140071168323047,2.93,0.64,"ENS MÉDIO COMP",2.6325,2025-02-26,2025,2,4,1005.93
"BELÉM","FEMININO",18,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",324.41,1,0.0694566444028169,3.04,0.65,"ENS MÉDIO COMP",3.9,2025-01-27,2025,1,2,1177.32
"BELÉM","FEMININO",16,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",191.34,2,0.0407673325156793,3.13,0.62,"ENS MÉDIO COMP",2.07,2017-03-13,2017,3,2,759.85
"ANANINDEUA","FEMININO",49,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",225.07,2,0.146759273088537,2.54,0.6,"ENS MÉDIO COMP",2.72,2020-11-12,2020,11,5,1044.69
"BELÉM","FEMININO",57,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",309.1,1,0.224326677620411,2.48,0.62,"ENS MÉDIO COMP",1.764,2019-10-17,2019,10,5,422.94
"BELÉM","MASCULINO",75,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",242.89,1,0.120654476014897,3.08,0.75,"ENS SUPER INCOMP",1.875,2018-04-14,2018,4,7,400.47
"ANANINDEUA","FEMININO",53,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",127.73,1,0.193283550301567,2.79,0.6,"ENS MÉDIO COMP",1.15,2016-03-29,2016,3,3,118.5
"BELÉM","FEMININO",75,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4742.27,2,0.111809338675812,3,0.72,"ENS SUPER INCOMP",1.755,2016-05-06,2016,5,6,14784.26
"BELÉM","MASCULINO",19,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",87.66,2,0.0859255697578192,2.79,0.62,"ENS MÉDIO COMP",5.52,2024-03-04,2024,3,2,884.61
"SANTA BÁRBARA","MASCULINO",26,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",223.27,2,0.12109186663758,1.87,0.45,"ENS MÉDIO INCOMP",1.856,2021-09-16,2021,9,5,728.42
"ANANINDEUA","FEMININO",42,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",135.86,2,0.0124255593447015,2.33,0.66,"ENS MÉDIO COMP",0.75,2015-08-22,2015,8,7,201.26
"ANANINDEUA","MASCULINO",35,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",624.84,1,0.170132449874654,2.14,0.54,"ENS MÉDIO COMP",1.125,2016-04-20,2016,4,4,583.35
"ANANINDEUA","FEMININO",24,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",147.61,1,0.109506789091974,2,0.74,"ENS SUPER INCOMP",4.08,2021-11-13,2021,11,7,536.3
"BELÉM","MASCULINO",37,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",271.9,2,0.247400052845478,3.03,0.57,"ENS MÉDIO COMP",2.5875,2022-03-09,2022,3,4,1058.97
"BELÉM","FEMININO",27,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",126.26,3,0.124149448010139,3.88,0.66,"ENS MÉDIO COMP",2.43,2021-05-05,2021,5,4,806.16
"ANANINDEUA","FEMININO",26,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",246.95,1,0.140706114983186,2.53,0.67,"ENS MÉDIO COMP",3.65625,2025-04-23,2025,4,4,775.87
"BELÉM","FEMININO",74,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4293.47,1,0.154725925624371,2.63,0.84,"ENS SUPER COMP",2.875,2020-03-24,2020,3,3,10433.83
"BELÉM","MASCULINO",21,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",52.1,3,0.0695763459615409,2.3,0.53,"ENS MÉDIO COMP",2.97,2021-05-16,2021,5,1,431.91
"BELÉM","FEMININO",35,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",244.43,1,0.0819660571357235,3.66,0.71,"ENS SUPER INCOMP",0.55,2015-07-14,2015,7,3,123.42
"BELÉM","FEMININO",37,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",235.01,2,0.0756753836153075,3.19,0.68,"ENS SUPER INCOMP",1.8225,2017-05-31,2017,5,4,791.79
"BELÉM","MASCULINO",17,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",223.22,2,0.191364079713821,2.83,0.59,"ENS MÉDIO COMP",2.2,2022-07-21,2022,7,5,794.22
"ANANINDEUA","FEMININO",32,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",65.01,2,0.0829330753022805,2.34,0.62,"ENS MÉDIO COMP",3,2020-08-10,2020,8,2,357.71
"BELÉM","FEMININO",35,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",300.41,1,0.0519532899791375,3,0.74,"ENS SUPER INCOMP",2.925,2020-02-14,2020,2,6,833.05
"ANANINDEUA","FEMININO",15,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",310.74,1,0.0958850095467642,1.71,0.53,"ENS MÉDIO COMP",2.7,2021-05-11,2021,5,3,758.55
"BELÉM","FEMININO",43,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",104.4,2,0.0191133824642748,3.12,0.65,"ENS MÉDIO COMP",0.5175,2015-12-09,2015,12,4,105.99
"BELÉM","FEMININO",45,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",133.17,2,0.132188541218638,3.29,0.77,"ENS SUPER COMP",3.78,2023-10-19,2023,10,5,873.68
"BENEVIDES","FEMININO",37,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",41.52,4,0.104853919106536,1.84,0.71,"ENS SUPER INCOMP",4.86,2024-05-29,2024,5,4,722.52
"MARITUBA","MASCULINO",69,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",63.22,1,0.124991935025901,2.12,0.67,"ENS MÉDIO COMP",5.0625,2023-02-18,2023,2,7,280.05
"MARITUBA","MASCULINO",19,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",209.31,1,0.1978708502464,1.69,0.49,"ENS MÉDIO INCOMP",4.11125,2025-12-28,2025,12,1,690.25
"BELÉM","MASCULINO",39,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",79.91,2,0.0958783933054656,2.86,0.62,"ENS MÉDIO COMP",5.2,2024-08-02,2024,8,6,751.38
"ANANINDEUA","MASCULINO",27,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3013.62,1,0.0807695701159537,1.76,0.54,"ENS MÉDIO COMP",1.768,2016-11-11,2016,11,6,4897.73
"BELÉM","MASCULINO",52,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",272.59,1,0.0959255706053227,3.04,0.57,"ENS MÉDIO COMP",1.8975,2017-03-26,2017,3,1,467.62
"ANANINDEUA","FEMININO",64,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",113.26,3,0.0581313834059984,2.26,0.6,"ENS MÉDIO COMP",3.54375,2019-05-04,2019,5,7,1134.1
"MARITUBA","FEMININO",36,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",138.26,1,0.197906625466421,2.24,0.64,"ENS MÉDIO COMP",3,2021-08-14,2021,8,7,332.69
"BELÉM","FEMININO",62,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",390.02,1,0.149683457892388,3.05,0.69,"ENS SUPER INCOMP",0.8625,2015-03-07,2015,3,7,286.04
"BELÉM","MASCULINO",26,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",85.57,2,0.171583500131965,3.41,0.63,"ENS MÉDIO COMP",2.38,2019-11-19,2019,11,3,337.42
"ANANINDEUA","FEMININO",48,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",95.69,1,0.0587078591855243,2.24,0.68,"ENS SUPER INCOMP",2.2,2022-07-14,2022,7,5,198.16
"BELÉM","FEMININO",46,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",65.51,1,0.111101830201223,3.13,0.8,"ENS SUPER COMP",1.08,2016-05-26,2016,5,5,62.89
"BELÉM","MASCULINO",66,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",118.85,1,0.0222518238145858,3.06,0.61,"ENS MÉDIO COMP",3.24,2024-02-07,2024,2,4,376.51
"ANANINDEUA","FEMININO",37,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",176.05,2,0.0836113197728992,2.07,0.63,"ENS MÉDIO COMP",3.375,2020-05-19,2020,5,3,1088.98
